Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
oo dd,RUNNING,30-12-2025,11:32:46,00:18:14,,124,,,,,102,,,,,,,,,,,173.0,60.0,175,57,39,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,55,,,,,,,,,
,00:00:01,55,,,,,,,,,
,00:00:02,54,,,,,,,,,
,00:00:03,54,,,,,,,,,
,00:00:04,54,,,,,,,,,
,00:00:05,54,,,,,,,,,
,00:00:06,54,,,,,,,,,
,00:00:07,54,,,,,,,,,
,00:00:08,54,,,,,,,,,
,00:00:09,55,,,,,,,,,
,00:00:10,56,,,,,,,,,
,00:00:11,57,,,,,,,,,
,00:00:12,57,,,,,,,,,
,00:00:13,57,,,,,,,,,
,00:00:14,57,,,,,,,,,
,00:00:15,58,,,,,,,,,
,00:00:16,58,,,,,,,,,
,00:00:17,60,,,,,,,,,
,00:00:18,60,,,,,,,,,
,00:00:19,65,,,,,,,,,
,00:00:20,65,,,,,,,,,
,00:00:21,70,,,,,,,,,
,00:00:22,70,,,,,,,,,
,00:00:23,70,,,,,,,,,
,00:00:24,70,,,,,,,,,
,00:00:25,72,,,,,,,,,
,00:00:26,72,,,,,,,,,
,00:00:27,72,,,,,,,,,
,00:00:28,72,,,,,,,,,
,00:00:29,73,,,,,,,,,
,00:00:30,77,,,,,,,,,
,00:00:31,77,,,,,,,,,
,00:00:32,78,,,,,,,,,
,00:00:33,78,,,,,,,,,
,00:00:34,78,,,,,,,,,
,00:00:35,78,,,,,,,,,
,00:00:36,79,,,,,,,,,
,00:00:37,79,,,,,,,,,
,00:00:38,79,,,,,,,,,
,00:00:39,80,,,,,,,,,
,00:00:40,80,,,,,,,,,
,00:00:41,80,,,,,,,,,
,00:00:42,80,,,,,,,,,
,00:00:43,80,,,,,,,,,
,00:00:44,80,,,,,,,,,
,00:00:45,80,,,,,,,,,
,00:00:46,81,,,,,,,,,
,00:00:47,81,,,,,,,,,
,00:00:48,81,,,,,,,,,
,00:00:49,81,,,,,,,,,
,00:00:50,81,,,,,,,,,
,00:00:51,81,,,,,,,,,
,00:00:52,81,,,,,,,,,
,00:00:53,81,,,,,,,,,
,00:00:54,81,,,,,,,,,
,00:00:55,81,,,,,,,,,
,00:00:56,81,,,,,,,,,
,00:00:57,81,,,,,,,,,
,00:00:58,81,,,,,,,,,
,00:00:59,81,,,,,,,,,
,00:01:00,81,,,,,,,,,
,00:01:01,81,,,,,,,,,
,00:01:02,81,,,,,,,,,
,00:01:03,81,,,,,,,,,
,00:01:04,81,,,,,,,,,
,00:01:05,81,,,,,,,,,
,00:01:06,81,,,,,,,,,
,00:01:07,81,,,,,,,,,
,00:01:08,81,,,,,,,,,
,00:01:09,81,,,,,,,,,
,00:01:10,81,,,,,,,,,
,00:01:11,81,,,,,,,,,
,00:01:12,81,,,,,,,,,
,00:01:13,81,,,,,,,,,
,00:01:14,81,,,,,,,,,
,00:01:15,81,,,,,,,,,
,00:01:16,80,,,,,,,,,
,00:01:17,80,,,,,,,,,
,00:01:18,80,,,,,,,,,
,00:01:19,80,,,,,,,,,
,00:01:20,80,,,,,,,,,
,00:01:21,80,,,,,,,,,
,00:01:22,80,,,,,,,,,
,00:01:23,80,,,,,,,,,
,00:01:24,79,,,,,,,,,
,00:01:25,79,,,,,,,,,
,00:01:26,79,,,,,,,,,
,00:01:27,79,,,,,,,,,
,00:01:28,77,,,,,,,,,
,00:01:29,77,,,,,,,,,
,00:01:30,77,,,,,,,,,
,00:01:31,77,,,,,,,,,
,00:01:32,77,,,,,,,,,
,00:01:33,76,,,,,,,,,
,00:01:34,77,,,,,,,,,
,00:01:35,77,,,,,,,,,
,00:01:36,78,,,,,,,,,
,00:01:37,78,,,,,,,,,
,00:01:38,78,,,,,,,,,
,00:01:39,79,,,,,,,,,
,00:01:40,79,,,,,,,,,
,00:01:41,80,,,,,,,,,
,00:01:42,81,,,,,,,,,
,00:01:43,81,,,,,,,,,
,00:01:44,82,,,,,,,,,
,00:01:45,81,,,,,,,,,
,00:01:46,81,,,,,,,,,
,00:01:47,78,,,,,,,,,
,00:01:48,78,,,,,,,,,
,00:01:49,78,,,,,,,,,
,00:01:50,77,,,,,,,,,
,00:01:51,77,,,,,,,,,
,00:01:52,77,,,,,,,,,
,00:01:53,77,,,,,,,,,
,00:01:54,77,,,,,,,,,
,00:01:55,77,,,,,,,,,
,00:01:56,77,,,,,,,,,
,00:01:57,77,,,,,,,,,
,00:01:58,77,,,,,,,,,
,00:01:59,77,,,,,,,,,
,00:02:00,77,,,,,,,,,
,00:02:01,77,,,,,,,,,
