Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
oo dd,RUNNING,02-01-2026,17:45:25,00:18:06,,125,,,,,106,,,,,,,,,,"slow pace is 12 mph, fast pace is 8mph
",173.0,60.0,175,57,39,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,70,,,,,,,,,
,00:00:01,70,,,,,,,,,
,00:00:02,70,,,,,,,,,
,00:00:03,70,,,,,,,,,
,00:00:04,69,,,,,,,,,
,00:00:05,69,,,,,,,,,
,00:00:06,68,,,,,,,,,
,00:00:07,68,,,,,,,,,
,00:00:08,69,,,,,,,,,
,00:00:09,69,,,,,,,,,
,00:00:10,69,,,,,,,,,
,00:00:11,69,,,,,,,,,
,00:00:12,69,,,,,,,,,
,00:00:13,71,,,,,,,,,
,00:00:14,71,,,,,,,,,
,00:00:15,73,,,,,,,,,
,00:00:16,74,,,,,,,,,
,00:00:17,76,,,,,,,,,
,00:00:18,76,,,,,,,,,
,00:00:19,80,,,,,,,,,
,00:00:20,80,,,,,,,,,
,00:00:21,82,,,,,,,,,
,00:00:22,83,,,,,,,,,
,00:00:23,83,,,,,,,,,
,00:00:24,83,,,,,,,,,
,00:00:25,84,,,,,,,,,
,00:00:26,85,,,,,,,,,
,00:00:27,86,,,,,,,,,
,00:00:28,86,,,,,,,,,
,00:00:29,87,,,,,,,,,
,00:00:30,87,,,,,,,,,
,00:00:31,87,,,,,,,,,
,00:00:32,92,,,,,,,,,
,00:00:33,92,,,,,,,,,
,00:00:34,95,,,,,,,,,
,00:00:35,96,,,,,,,,,
,00:00:36,96,,,,,,,,,
,00:00:37,97,,,,,,,,,
,00:00:38,95,,,,,,,,,
,00:00:39,95,,,,,,,,,
,00:00:40,91,,,,,,,,,
,00:00:41,91,,,,,,,,,
,00:00:42,87,,,,,,,,,
,00:00:43,87,,,,,,,,,
,00:00:44,87,,,,,,,,,
,00:00:45,89,,,,,,,,,
,00:00:46,93,,,,,,,,,
,00:00:47,95,,,,,,,,,
,00:00:48,97,,,,,,,,,
,00:00:49,97,,,,,,,,,
,00:00:50,99,,,,,,,,,
,00:00:51,101,,,,,,,,,
,00:00:52,102,,,,,,,,,
,00:00:53,103,,,,,,,,,
,00:00:54,103,,,,,,,,,
,00:00:55,105,,,,,,,,,
,00:00:56,105,,,,,,,,,
,00:00:57,105,,,,,,,,,
,00:00:58,106,,,,,,,,,
,00:00:59,106,,,,,,,,,
,00:01:00,107,,,,,,,,,
,00:01:01,107,,,,,,,,,
,00:01:02,108,,,,,,,,,
,00:01:03,108,,,,,,,,,
,00:01:04,107,,,,,,,,,
,00:01:05,107,,,,,,,,,
,00:01:06,107,,,,,,,,,
,00:01:07,107,,,,,,,,,
,00:01:08,107,,,,,,,,,
,00:01:09,107,,,,,,,,,
,00:01:10,107,,,,,,,,,
,00:01:11,108,,,,,,,,,
,00:01:12,108,,,,,,,,,
,00:01:13,108,,,,,,,,,
,00:01:14,108,,,,,,,,,
,00:01:15,109,,,,,,,,,
,00:01:16,109,,,,,,,,,
,00:01:17,110,,,,,,,,,
,00:01:18,110,,,,,,,,,
,00:01:19,110,,,,,,,,,
,00:01:20,111,,,,,,,,,
,00:01:21,111,,,,,,,,,
,00:01:22,110,,,,,,,,,
,00:01:23,110,,,,,,,,,
,00:01:24,110,,,,,,,,,
,00:01:25,110,,,,,,,,,
,00:01:26,110,,,,,,,,,
,00:01:27,110,,,,,,,,,
,00:01:28,110,,,,,,,,,
,00:01:29,110,,,,,,,,,
,00:01:30,110,,,,,,,,,
,00:01:31,110,,,,,,,,,
,00:01:32,110,,,,,,,,,
,00:01:33,110,,,,,,,,,
,00:01:34,110,,,,,,,,,
,00:01:35,111,,,,,,,,,
,00:01:36,111,,,,,,,,,
,00:01:37,111,,,,,,,,,
,00:01:38,112,,,,,,,,,
,00:01:39,112,,,,,,,,,
,00:01:40,113,,,,,,,,,
,00:01:41,113,,,,,,,,,
,00:01:42,114,,,,,,,,,
,00:01:43,114,,,,,,,,,
,00:01:44,114,,,,,,,,,
,00:01:45,114,,,,,,,,,
,00:01:46,114,,,,,,,,,
,00:01:47,114,,,,,,,,,
,00:01:48,114,,,,,,,,,
,00:01:49,114,,,,,,,,,
,00:01:50,114,,,,,,,,,
,00:01:51,115,,,,,,,,,
,00:01:52,115,,,,,,,,,
,00:01:53,116,,,,,,,,,
,00:01:54,116,,,,,,,,,
,00:01:55,115,,,,,,,,,
,00:01:56,115,,,,,,,,,
