Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
oo dd,RUNNING,05-01-2026,16:54:37,00:18:07,,130,,,,,112,,,,,,,,,,,173.0,60.0,175,57,39,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:02:40,117,,,,,,,,,
,00:02:41,117,,,,,,,,,
,00:02:42,116,,,,,,,,,
,00:02:43,116,,,,,,,,,
,00:02:44,115,,,,,,,,,
,00:02:45,115,,,,,,,,,
,00:02:46,114,,,,,,,,,
,00:02:47,114,,,,,,,,,
,00:02:48,114,,,,,,,,,
,00:02:49,114,,,,,,,,,
,00:02:50,114,,,,,,,,,
,00:02:51,114,,,,,,,,,
,00:02:52,114,,,,,,,,,
,00:02:53,114,,,,,,,,,
,00:02:54,114,,,,,,,,,
,00:02:55,114,,,,,,,,,
,00:02:56,114,,,,,,,,,
,00:02:57,114,,,,,,,,,
,00:02:58,114,,,,,,,,,
,00:02:59,114,,,,,,,,,
,00:03:00,114,,,,,,,,,
,00:03:01,114,,,,,,,,,
,00:03:02,114,,,,,,,,,
,00:03:03,114,,,,,,,,,
,00:03:04,114,,,,,,,,,
,00:03:05,114,,,,,,,,,
,00:03:06,114,,,,,,,,,
,00:03:07,114,,,,,,,,,
,00:03:08,114,,,,,,,,,
,00:03:09,114,,,,,,,,,
,00:03:10,114,,,,,,,,,
,00:03:11,120,,,,,,,,,
,00:03:12,123,,,,,,,,,
,00:03:13,123,,,,,,,,,
,00:03:14,124,,,,,,,,,
,00:03:15,126,,,,,,,,,
,00:03:16,126,,,,,,,,,
,00:03:17,126,,,,,,,,,
,00:03:18,129,,,,,,,,,
,00:03:19,129,,,,,,,,,
,00:03:20,129,,,,,,,,,
,00:03:21,129,,,,,,,,,
,00:03:22,130,,,,,,,,,
,00:03:23,130,,,,,,,,,
,00:03:24,130,,,,,,,,,
,00:03:25,130,,,,,,,,,
,00:03:26,130,,,,,,,,,
,00:03:27,130,,,,,,,,,
,00:03:28,130,,,,,,,,,
,00:03:29,130,,,,,,,,,
,00:03:30,130,,,,,,,,,
,00:03:31,131,,,,,,,,,
,00:03:32,132,,,,,,,,,
,00:03:33,133,,,,,,,,,
,00:03:34,133,,,,,,,,,
,00:03:35,135,,,,,,,,,
,00:03:36,135,,,,,,,,,
,00:03:37,135,,,,,,,,,
,00:03:38,135,,,,,,,,,
,00:03:39,135,,,,,,,,,
,00:03:40,135,,,,,,,,,
,00:03:41,137,,,,,,,,,
,00:03:42,137,,,,,,,,,
,00:03:43,137,,,,,,,,,
,00:03:44,137,,,,,,,,,
,00:03:45,137,,,,,,,,,
,00:03:46,137,,,,,,,,,
,00:03:47,138,,,,,,,,,
,00:03:48,138,,,,,,,,,
,00:03:49,138,,,,,,,,,
,00:03:50,138,,,,,,,,,
,00:03:51,141,,,,,,,,,
,00:03:52,141,,,,,,,,,
,00:03:53,141,,,,,,,,,
,00:03:54,141,,,,,,,,,
,00:03:55,141,,,,,,,,,
,00:03:56,142,,,,,,,,,
,00:03:57,142,,,,,,,,,
,00:03:58,142,,,,,,,,,
,00:03:59,142,,,,,,,,,
